time,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,blinkStrength,poorSignalLevel
375.0739861000002,44,41,484051,166587,3834,9360,13431,4241,4895,6883,0,0
377.09319870000036,29,41,900880,225016,31209,29095,35045,11959,26378,10928,0,0
378.1000795,40,38,38336,30100,3666,8277,5332,13663,3697,3341,0,0
379.1052946,44,47,41373,35961,7601,14705,4697,12314,8618,5826,0,0
380.11100160000024,66,56,43484,12408,1949,2971,4608,7979,5145,4974,0,0
381.1203752000001,75,56,159892,7867,700,1515,2092,1106,3031,1143,0,0
382.12476229999993,66,61,170328,25894,5773,16414,19751,5920,7251,3821,0,0
383.1328488999998,75,57,20326,10097,5203,2587,9498,10940,5147,5059,0,0
386.1630646000003,66,57,42130,42140,9849,1783,8090,7612,4156,4503,0,0
387.16774609999993,74,64,6719,16814,12540,2671,5814,8251,4386,1624,0,0
388.1783875000001,78,64,9976,16380,4237,6282,3103,7270,5165,2036,0,0
389.1892459999999,64,77,12597,13611,18891,2961,6271,3616,3682,2252,0,0
390.2037787999998,60,81,262992,103027,29565,7047,9471,8854,5873,4184,0,0
392.2136357999998,53,83,1859342,181146,108840,38666,94072,40859,27464,12381,0,0
397.2343265999998,48,81,220995,52845,14519,12094,3853,12857,5110,587,0,0
400.26717759999974,56,64,1042843,445840,79974,48889,65234,183746,115476,41549,0,0
402.28918669999985,64,57,412643,90785,9073,7816,17169,18326,7408,8748,0,0
403.2921392999997,64,54,92764,84515,26989,18176,30322,13720,28178,8726,0,0
406.31314269999984,53,48,2320075,463299,66548,40568,43311,26475,20945,9168,0,0
407.3147693000001,47,41,17754,107697,6226,8894,15835,14562,14904,5611,0,0
408.3235156999999,41,34,215090,29544,617,1766,2461,2613,656,1694,0,0
409.32746829999996,48,27,29892,13242,198,5748,8392,5041,5662,3354,0,0
410.3366398999997,67,40,8944,6953,2614,5595,614,7955,2672,1122,0,0
411.3508044,78,53,2112,8807,4224,8846,9556,10785,1890,3222,0,0
412.36359449999964,84,83,55711,10605,13907,31721,15128,11287,9757,4826,0,0
413.37509109999974,84,77,22728,48960,2141,6475,19206,15229,6619,7023,0,0
414.3833666999999,83,77,9104,6351,4066,5508,5026,6160,4803,2634,0,0
415.3864802999997,80,70,59646,15118,802,5631,3354,6739,7781,3182,0,0
418.40049869999984,84,63,6388,8276,5095,7787,3728,9316,2189,2970,0,0
419.4095215999996,83,88,10764,15804,22756,10004,7705,8045,4417,1942,0,0
421.4263856999996,75,93,77617,11412,17039,3233,4799,4999,4920,1541,0,0
422.43007080000007,78,96,31164,16568,6720,9914,16468,17870,7242,3330,0,0
423.4326361000003,78,96,8237,6355,4687,5816,3384,6997,4700,4397,0,0
424.44730439999967,75,100,32566,9730,9639,21466,2493,4735,2094,2853,0,0
425.4491195999999,56,80,271365,170854,9833,6889,18178,8728,3885,4762,0,0
426.4571175000001,47,67,205489,77422,15702,7244,19220,11425,13821,12470,0,0
427.4609756,54,51,103716,48668,21641,7424,13030,27478,13062,6447,0,0
430.4850623000002,75,61,446163,156251,85515,26813,74408,33741,48777,31222,0,0
431.4909465999999,78,69,143244,11480,2550,6160,3693,3568,6017,3908,0,0
432.5069132999997,70,66,2294952,96352,10499,23212,28248,21602,33398,18676,0,0
433.51629390000016,66,70,24201,9145,16556,11741,22904,13736,5953,6154,0,0
434.51726529999996,66,74,111357,5691,1176,3860,3773,1295,735,919,0,0
435.5214777000001,75,61,14376,28456,6327,1486,7930,17811,6848,4736,0,0
436.5294404999995,75,67,33254,42573,30792,7528,16746,11444,5987,12725,0,0
437.5327572999995,69,70,10578,12822,13122,9246,8710,6964,5142,7083,0,0
438.5372534999997,69,69,24406,79051,26246,7717,7684,14404,5288,1653,0,0
441.55460630000016,61,66,239119,334641,38608,12423,52033,60265,7481,7768,0,0
443.5626288000003,50,57,748794,109375,12503,14286,6810,4721,2776,1742,0,0
444.57221800000025,47,64,12665,6977,14472,12377,4842,4673,1909,2291,0,0
445.5734357000001,50,61,15405,18846,7283,1407,9031,6024,5642,3343,0,0
446.57454750000034,64,74,14531,3591,3470,4196,3685,11545,11500,4261,0,0
447.5850730000002,75,90,8512,12580,5442,13754,1705,4015,2298,5091,0,0
448.59725119999985,77,81,14852,29642,24629,4767,6201,9729,4900,2625,0,0
449.60156389999975,77,93,46222,13184,9393,9394,2997,6859,8441,3923,0,0
450.61598609999965,61,91,20075,18787,4805,3238,1781,3952,12461,3089,0,0
451.61704139999983,66,88,26523,10220,6297,7957,2215,5196,6118,2444,0,0
454.6434981000002,67,88,10397,7556,1110,11243,9761,4262,8433,2725,0,0
455.6466144999995,77,75,10324,20054,2664,7359,3936,20181,11935,9224,0,0
456.6610920000003,78,80,43724,28139,16588,10617,9532,9426,13247,10315,0,0
457.66754579999997,83,78,10627,8556,17222,4069,8421,13069,7603,8626,0,0
458.6733359,77,66,12492,53513,6282,6446,5496,7293,9822,7413,0,0
459.67835279999963,63,67,366322,281542,71392,19927,10973,44374,25617,64454,0,0
460.68541639999967,57,70,495000,88329,42775,53272,15410,14533,46284,18702,0,0
